Organization (Aggregated),Enabled Users,% Active Users,Average Copilot Actions,Avg Active Days,% Power Users,Date
Terminator 2,21,55.9%,13.4,2.4,23.5%,2025-06-29 00:00:00
Terminator 2,21,52.9%,16.3,2.7,23.5%,2025-07-06 00:00:00
Terminator 2,21,58.8%,22.3,2.9,23.5%,2025-07-13 00:00:00
Terminator 2,23,57.1%,21.4,2.6,25.7%,2025-07-20 00:00:00
Terminator 2,23,64.7%,46.0,3.3,26.5%,2025-07-27 00:00:00
Terminator 2,23,66.7%,33.6,3.0,27.3%,2025-08-03 00:00:00
Terminator 2,24,75.0%,35.5,3.0,25.0%,2025-08-10 00:00:00
Terminator 2,25,69.7%,24.0,2.8,21.2%,2025-08-17 00:00:00
Terminator 2,25,75.0%,28.4,2.7,21.9%,2025-08-24 00:00:00
Terminator 2,31,82.4%,33.7,3.2,26.5%,2025-08-31 00:00:00
Terminator 2,30,84.8%,27.1,3.0,27.3%,2025-09-07 00:00:00
Terminator 2,31,85.3%,34.2,3.1,26.5%,2025-09-14 00:00:00
Terminator 2,30,81.8%,22.8,2.7,24.2%,2025-09-21 00:00:00
Terminator 2,31,85.3%,26.6,2.9,29.4%,2025-09-28 00:00:00
Terminator 2,31,91.2%,22.6,3.2,32.4%,2025-10-05 00:00:00
Terminator 2,33,97.1%,22.5,3.2,29.4%,2025-10-12 00:00:00
Terminator 2,33,97.1%,19.3,3.1,32.4%,2025-10-19 00:00:00
Terminator 2,34,94.1%,27.7,3.4,29.4%,2025-10-26 00:00:00
Terminator 2,35,91.4%,19.2,2.7,31.4%,2025-11-02 00:00:00
Terminator 2,34,94.1%,26.3,3.0,38.2%,2025-11-09 00:00:00
Terminator 2,34,97.1%,22.4,3.2,41.2%,2025-11-16 00:00:00
Terminator 2,31,80.6%,24.7,2.8,38.7%,2025-11-23 00:00:00
Terminator 2,33,93.9%,22.4,3.1,36.4%,2025-11-30 00:00:00
Terminator 2,34,94.3%,22.5,3.2,40.0%,2025-12-07 00:00:00
Terminator 2,37,81.1%,17.5,2.6,43.2%,2025-12-14 00:00:00
Terminator 2,35,65.7%,7.1,1.4,31.4%,2025-12-21 00:00:00
Terminator 2,32,59.4%,6.1,0.8,25.0%,2025-12-28 00:00:00
Terminator 2,35,88.6%,12.6,2.3,28.6%,2026-01-04 00:00:00
Terminator 2,36,94.6%,21.6,3.5,27.0%,2026-01-11 00:00:00
Terminator 2,36,91.9%,24.1,3.3,32.4%,2026-01-18 00:00:00
Terminator 2,36,89.2%,23.3,3.6,32.4%,2026-01-25 00:00:00
Terminator 2,37,89.5%,18.2,3.3,34.2%,2026-02-01 00:00:00
Terminator 2,37,89.5%,18.4,3.3,26.3%,2026-02-08 00:00:00
Terminator 2,36,97.3%,20.4,3.7,24.3%,2026-02-15 00:00:00
Terminator 2,36,100.0%,15.7,3.8,27.8%,2026-02-22 00:00:00
Terminator 2,38,97.4%,24.2,3.7,28.9%,2026-03-01 00:00:00
Terminator 2,37,100.0%,36.6,3.7,27.0%,2026-03-08 00:00:00
Terminator 2,37,100.0%,31.3,3.6,32.4%,2026-03-15 00:00:00
Terminator 2,37,78.4%,8.4,0.9,29.7%,2026-03-22 00:00:00
RoboCop,14,58.3%,9.3,2.6,,2025-03-30 00:00:00
RoboCop,13,47.8%,8.6,1.5,,2025-04-06 00:00:00
RoboCop,13,47.8%,6.6,1.6,,2025-04-13 00:00:00
RoboCop,11,47.6%,11.9,2.0,,2025-04-20 00:00:00
RoboCop,12,47.6%,4.4,1.5,,2025-04-27 00:00:00
RoboCop,14,56.5%,13.1,2.4,,2025-05-04 00:00:00
RoboCop,14,56.5%,11.3,2.3,,2025-05-11 00:00:00
RoboCop,14,50.0%,7.6,1.9,,2025-05-18 00:00:00
RoboCop,14,54.2%,6.4,1.9,,2025-05-25 00:00:00
RoboCop,15,60.9%,11.2,2.3,,2025-06-01 00:00:00
RoboCop,16,58.3%,11.2,2.2,,2025-06-08 00:00:00
RoboCop,15,54.5%,10.7,2.2,,2025-06-15 00:00:00
RoboCop,14,65.0%,8.9,2.5,,2025-06-22 00:00:00
RoboCop,15,63.6%,10.3,2.1,,2025-06-29 00:00:00
RoboCop,16,65.2%,13.4,2.6,,2025-07-06 00:00:00
RoboCop,15,75.0%,11.6,2.9,,2025-07-13 00:00:00
RoboCop,14,50.0%,10.4,2.5,,2025-07-20 00:00:00
RoboCop,15,70.0%,41.6,2.8,5.0%,2025-07-27 00:00:00
RoboCop,15,61.9%,10.3,2.6,9.5%,2025-08-03 00:00:00
RoboCop,15,71.4%,10.5,2.6,9.5%,2025-08-10 00:00:00
RoboCop,14,59.1%,11.0,2.4,13.6%,2025-08-17 00:00:00
RoboCop,13,59.1%,17.4,2.4,13.6%,2025-08-24 00:00:00
RoboCop,15,56.5%,17.9,2.6,17.4%,2025-08-31 00:00:00
RoboCop,15,63.6%,9.3,2.1,13.6%,2025-09-07 00:00:00
RoboCop,16,66.7%,23.0,2.9,16.7%,2025-09-14 00:00:00
RoboCop,16,69.6%,23.5,3.5,21.7%,2025-09-21 00:00:00
RoboCop,16,71.4%,47.1,2.8,23.8%,2025-09-28 00:00:00
RoboCop,16,72.7%,25.0,3.2,22.7%,2025-10-05 00:00:00
RoboCop,18,75.0%,19.2,2.9,29.2%,2025-10-12 00:00:00
RoboCop,17,60.9%,15.6,2.3,26.1%,2025-10-19 00:00:00
RoboCop,18,78.3%,23.9,3.0,21.7%,2025-10-26 00:00:00
RoboCop,18,75.0%,16.1,2.6,25.0%,2025-11-02 00:00:00
RoboCop,18,62.5%,13.3,2.2,25.0%,2025-11-09 00:00:00
RoboCop,18,73.9%,23.6,3.0,30.4%,2025-11-16 00:00:00
RoboCop,18,66.7%,8.1,2.2,25.0%,2025-11-23 00:00:00
RoboCop,19,79.2%,26.6,2.7,29.2%,2025-11-30 00:00:00
RoboCop,20,75.0%,12.5,2.8,29.2%,2025-12-07 00:00:00
RoboCop,20,70.8%,12.6,2.6,29.2%,2025-12-14 00:00:00
RoboCop,12,46.7%,3.5,1.1,40.0%,2025-12-21 00:00:00
RoboCop,9,42.9%,4.1,1.1,21.4%,2025-12-28 00:00:00
RoboCop,15,60.0%,11.4,2.1,20.0%,2026-01-04 00:00:00
RoboCop,18,62.5%,11.3,2.7,20.8%,2026-01-11 00:00:00
RoboCop,18,73.9%,17.8,2.8,21.7%,2026-01-18 00:00:00
RoboCop,19,79.2%,12.5,2.5,20.8%,2026-01-25 00:00:00
RoboCop,21,75.0%,12.8,2.5,25.0%,2026-02-01 00:00:00
RoboCop,22,80.0%,14.6,2.4,24.0%,2026-02-08 00:00:00
RoboCop,21,83.3%,17.3,2.8,20.8%,2026-02-15 00:00:00
RoboCop,24,88.5%,14.8,2.7,19.2%,2026-02-22 00:00:00
RoboCop,25,88.9%,17.4,3.2,11.1%,2026-03-01 00:00:00
RoboCop,25,85.2%,24.3,3.3,18.5%,2026-03-08 00:00:00
RoboCop,27,92.6%,25.0,3.1,22.2%,2026-03-15 00:00:00
RoboCop,25,50.0%,4.7,0.5,23.1%,2026-03-22 00:00:00
E.T.,1,25.0%,4.0,3.0,,2025-03-30 00:00:00
E.T.,1,25.0%,1.0,1.0,,2025-04-06 00:00:00
E.T.,1,,0.0,0.0,,2025-04-13 00:00:00
E.T.,1,25.0%,5.0,2.0,,2025-04-20 00:00:00
E.T.,1,25.0%,2.0,2.0,,2025-04-27 00:00:00
E.T.,1,25.0%,11.0,1.0,,2025-05-04 00:00:00
E.T.,1,33.3%,8.0,2.0,,2025-05-11 00:00:00
E.T.,1,25.0%,2.0,2.0,,2025-05-18 00:00:00
E.T.,1,,0.0,0.0,,2025-05-25 00:00:00
E.T.,1,25.0%,5.0,2.0,,2025-06-01 00:00:00
E.T.,1,25.0%,5.0,2.0,,2025-06-08 00:00:00
E.T.,1,25.0%,5.0,2.0,,2025-06-15 00:00:00
E.T.,1,25.0%,12.0,2.0,,2025-06-22 00:00:00
E.T.,1,33.3%,3.0,1.0,,2025-06-29 00:00:00
E.T.,1,,0.0,0.0,,2025-07-06 00:00:00
E.T.,1,50.0%,4.0,1.0,,2025-07-13 00:00:00
E.T.,1,25.0%,0.5,0.5,,2025-07-20 00:00:00
E.T.,1,25.0%,1.5,0.5,,2025-07-27 00:00:00
E.T.,1,25.0%,1.0,0.5,,2025-08-03 00:00:00
E.T.,1,25.0%,4.0,1.0,,2025-08-10 00:00:00
E.T.,1,25.0%,11.0,1.5,,2025-08-17 00:00:00
E.T.,1,33.3%,0.5,0.5,,2025-08-24 00:00:00
E.T.,1,25.0%,2.5,1.0,,2025-08-31 00:00:00
E.T.,1,25.0%,4.5,2.0,,2025-09-07 00:00:00
E.T.,2,25.0%,5.0,1.5,,2025-09-14 00:00:00
E.T.,2,25.0%,11.0,1.0,,2025-09-21 00:00:00
E.T.,2,50.0%,3.5,1.3,,2025-09-28 00:00:00
E.T.,2,25.0%,1.8,0.3,,2025-10-05 00:00:00
E.T.,2,50.0%,4.3,1.0,,2025-10-12 00:00:00
E.T.,2,50.0%,3.3,0.8,,2025-10-19 00:00:00
E.T.,2,50.0%,4.3,1.3,,2025-10-26 00:00:00
E.T.,2,50.0%,12.0,3.0,,2025-11-02 00:00:00
E.T.,2,50.0%,10.0,1.3,,2025-11-09 00:00:00
E.T.,2,50.0%,11.3,2.0,,2025-11-16 00:00:00
E.T.,3,50.0%,4.7,1.0,,2025-11-23 00:00:00
E.T.,3,75.0%,19.3,3.0,,2025-11-30 00:00:00
E.T.,3,75.0%,11.0,3.0,,2025-12-07 00:00:00
E.T.,3,75.0%,10.0,3.0,,2025-12-14 00:00:00
E.T.,3,33.3%,0.7,0.3,33.3%,2025-12-21 00:00:00
E.T.,4,,0.0,0.0,25.0%,2025-12-28 00:00:00
E.T.,4,80.0%,8.0,3.0,20.0%,2026-01-04 00:00:00
E.T.,4,80.0%,12.8,3.3,20.0%,2026-01-11 00:00:00
E.T.,4,80.0%,19.0,3.3,40.0%,2026-01-18 00:00:00
E.T.,4,80.0%,12.8,3.3,20.0%,2026-01-25 00:00:00
E.T.,4,60.0%,26.8,3.0,20.0%,2026-02-01 00:00:00
E.T.,4,60.0%,30.5,3.0,20.0%,2026-02-08 00:00:00
E.T.,4,80.0%,20.8,4.8,20.0%,2026-02-15 00:00:00
E.T.,3,75.0%,29.7,4.3,25.0%,2026-02-22 00:00:00
E.T.,5,100.0%,25.4,3.0,20.0%,2026-03-01 00:00:00
E.T.,5,100.0%,40.2,2.8,40.0%,2026-03-08 00:00:00
E.T.,5,100.0%,33.4,4.2,40.0%,2026-03-15 00:00:00
E.T.,5,80.0%,2.6,0.8,40.0%,2026-03-22 00:00:00
Ghostbusters,4,50.0%,12.3,2.8,,2025-03-30 00:00:00
Ghostbusters,3,37.5%,21.3,2.7,,2025-04-06 00:00:00
Ghostbusters,3,25.0%,11.0,2.7,,2025-04-13 00:00:00
Ghostbusters,3,37.5%,21.3,3.0,,2025-04-20 00:00:00
Ghostbusters,4,22.2%,14.6,1.8,,2025-04-27 00:00:00
Ghostbusters,4,44.4%,10.5,2.3,,2025-05-04 00:00:00
Ghostbusters,4,44.4%,21.7,2.0,,2025-05-11 00:00:00
Ghostbusters,4,33.3%,20.8,1.2,,2025-05-18 00:00:00
Ghostbusters,4,44.4%,32.4,2.0,11.1%,2025-05-25 00:00:00
Ghostbusters,4,33.3%,20.0,2.2,11.1%,2025-06-01 00:00:00
Ghostbusters,3,25.0%,3.0,1.3,,2025-06-08 00:00:00
Ghostbusters,5,55.6%,50.8,3.8,11.1%,2025-06-15 00:00:00
Ghostbusters,5,44.4%,25.4,2.4,11.1%,2025-06-22 00:00:00
Ghostbusters,4,50.0%,30.4,3.0,12.5%,2025-06-29 00:00:00
Ghostbusters,3,42.9%,52.5,3.0,14.3%,2025-07-06 00:00:00
Ghostbusters,3,28.6%,87.0,2.3,14.3%,2025-07-13 00:00:00
Ghostbusters,3,42.9%,39.0,3.0,28.6%,2025-07-20 00:00:00
Ghostbusters,3,42.9%,39.0,3.3,28.6%,2025-07-27 00:00:00
Ghostbusters,3,42.9%,18.8,2.2,28.6%,2025-08-03 00:00:00
Ghostbusters,3,42.9%,39.3,2.3,28.6%,2025-08-10 00:00:00
Ghostbusters,2,40.0%,85.3,2.3,40.0%,2025-08-17 00:00:00
Ghostbusters,2,40.0%,17.3,2.0,40.0%,2025-08-24 00:00:00
Ghostbusters,2,33.3%,40.3,2.3,33.3%,2025-08-31 00:00:00
Ghostbusters,2,40.0%,62.5,4.0,40.0%,2025-09-07 00:00:00
Ghostbusters,2,40.0%,30.3,3.0,40.0%,2025-09-14 00:00:00
Ghostbusters,2,40.0%,48.0,4.0,40.0%,2025-09-21 00:00:00
Ghostbusters,2,33.3%,82.3,2.8,33.3%,2025-09-28 00:00:00
Ghostbusters,2,33.3%,46.5,2.8,33.3%,2025-10-05 00:00:00
Ghostbusters,3,40.0%,28.8,1.6,40.0%,2025-10-12 00:00:00
Ghostbusters,2,40.0%,21.6,1.8,20.0%,2025-10-19 00:00:00
Ghostbusters,2,40.0%,24.4,1.6,20.0%,2025-10-26 00:00:00
Ghostbusters,3,60.0%,21.0,1.8,20.0%,2025-11-02 00:00:00
Ghostbusters,3,60.0%,19.0,1.4,20.0%,2025-11-09 00:00:00
Ghostbusters,3,60.0%,19.4,2.0,20.0%,2025-11-16 00:00:00
Ghostbusters,2,40.0%,2.0,1.0,20.0%,2025-11-23 00:00:00
Ghostbusters,2,40.0%,31.2,1.6,20.0%,2025-11-30 00:00:00
Ghostbusters,2,40.0%,23.0,1.8,20.0%,2025-12-07 00:00:00
Ghostbusters,2,33.3%,24.8,1.2,16.7%,2025-12-14 00:00:00
Ghostbusters,2,40.0%,11.6,1.2,20.0%,2025-12-21 00:00:00
Ghostbusters,2,50.0%,28.0,1.5,25.0%,2025-12-28 00:00:00
Ghostbusters,3,42.9%,25.5,2.2,14.3%,2026-01-04 00:00:00
Ghostbusters,3,42.9%,23.0,1.8,14.3%,2026-01-11 00:00:00
Ghostbusters,5,71.4%,32.0,3.2,14.3%,2026-01-18 00:00:00
Ghostbusters,5,71.4%,54.4,4.4,14.3%,2026-01-25 00:00:00
Ghostbusters,3,60.0%,44.7,5.0,20.0%,2026-02-01 00:00:00
Ghostbusters,5,71.4%,26.2,4.2,14.3%,2026-02-08 00:00:00
Ghostbusters,5,71.4%,25.7,3.5,14.3%,2026-02-15 00:00:00
Ghostbusters,5,71.4%,20.3,2.3,14.3%,2026-02-22 00:00:00
Ghostbusters,5,71.4%,31.6,2.7,14.3%,2026-03-01 00:00:00
Ghostbusters,6,85.7%,26.9,3.7,28.6%,2026-03-08 00:00:00
Ghostbusters,6,85.7%,33.6,3.7,42.9%,2026-03-15 00:00:00
Ghostbusters,6,42.9%,4.7,0.4,28.6%,2026-03-22 00:00:00
The Lion King,59,58.0%,11.2,2.3,,2025-03-30 00:00:00
The Lion King,60,62.5%,12.7,2.4,,2025-04-06 00:00:00
The Lion King,61,62.8%,12.7,2.5,,2025-04-13 00:00:00
The Lion King,58,64.0%,11.7,2.5,,2025-04-20 00:00:00
The Lion King,54,58.2%,11.2,1.9,,2025-04-27 00:00:00
The Lion King,61,65.2%,13.7,2.7,,2025-05-04 00:00:00
The Lion King,63,69.7%,17.0,3.0,,2025-05-11 00:00:00
The Lion King,61,70.9%,14.0,3.0,,2025-05-18 00:00:00
The Lion King,64,67.4%,16.9,3.0,9.0%,2025-05-25 00:00:00
The Lion King,63,65.9%,16.3,2.5,13.6%,2025-06-01 00:00:00
The Lion King,62,65.1%,15.3,2.4,18.1%,2025-06-08 00:00:00
The Lion King,59,69.1%,13.5,2.4,17.3%,2025-06-15 00:00:00
The Lion King,66,69.4%,16.1,2.7,17.6%,2025-06-22 00:00:00
The Lion King,63,63.2%,13.3,2.3,14.9%,2025-06-29 00:00:00
The Lion King,66,66.7%,12.7,2.5,14.4%,2025-07-06 00:00:00
The Lion King,61,66.3%,15.7,2.5,11.6%,2025-07-13 00:00:00
The Lion King,61,59.3%,16.6,2.2,12.8%,2025-07-20 00:00:00
The Lion King,59,63.6%,16.7,2.7,12.5%,2025-07-27 00:00:00
The Lion King,58,60.5%,14.9,2.4,11.6%,2025-08-03 00:00:00
The Lion King,60,62.4%,18.1,2.3,14.1%,2025-08-10 00:00:00
The Lion King,54,63.3%,17.3,2.3,19.0%,2025-08-17 00:00:00
The Lion King,60,69.1%,17.0,2.5,17.3%,2025-08-24 00:00:00
The Lion King,67,70.7%,20.8,2.7,18.3%,2025-08-31 00:00:00
The Lion King,69,71.3%,17.8,2.8,18.4%,2025-09-07 00:00:00
The Lion King,70,75.6%,19.8,2.9,17.4%,2025-09-14 00:00:00
The Lion King,71,83.5%,20.9,2.9,17.6%,2025-09-21 00:00:00
The Lion King,73,81.6%,24.4,3.1,24.1%,2025-09-28 00:00:00
The Lion King,75,81.8%,24.9,3.2,23.9%,2025-10-05 00:00:00
The Lion King,75,84.9%,24.4,3.2,26.7%,2025-10-12 00:00:00
The Lion King,77,87.5%,24.8,3.4,29.5%,2025-10-19 00:00:00
The Lion King,74,85.7%,29.4,3.2,29.8%,2025-10-26 00:00:00
The Lion King,73,84.5%,25.2,3.1,31.0%,2025-11-02 00:00:00
The Lion King,74,81.2%,21.1,2.9,31.8%,2025-11-09 00:00:00
The Lion King,78,86.4%,21.6,3.3,35.2%,2025-11-16 00:00:00
The Lion King,76,84.9%,20.7,3.3,34.9%,2025-11-23 00:00:00
The Lion King,79,85.2%,22.0,3.2,33.0%,2025-11-30 00:00:00
The Lion King,78,81.6%,19.9,3.1,32.2%,2025-12-07 00:00:00
The Lion King,75,89.2%,22.7,3.0,30.1%,2025-12-14 00:00:00
The Lion King,69,64.5%,10.4,1.5,27.6%,2025-12-21 00:00:00
The Lion King,51,65.5%,8.6,1.3,32.7%,2025-12-28 00:00:00
The Lion King,72,79.5%,12.4,2.3,25.6%,2026-01-04 00:00:00
The Lion King,79,80.0%,18.0,2.8,23.5%,2026-01-11 00:00:00
The Lion King,79,84.9%,17.6,3.0,25.6%,2026-01-18 00:00:00
The Lion King,78,88.1%,22.7,3.6,28.6%,2026-01-25 00:00:00
The Lion King,80,88.2%,16.5,2.9,27.1%,2026-02-01 00:00:00
The Lion King,83,88.6%,23.1,3.4,26.1%,2026-02-08 00:00:00
The Lion King,79,89.4%,23.6,3.2,24.7%,2026-02-15 00:00:00
The Lion King,82,92.0%,26.9,3.5,27.6%,2026-02-22 00:00:00
The Lion King,82,91.8%,26.4,3.3,30.6%,2026-03-01 00:00:00
The Lion King,82,93.0%,29.1,3.4,33.7%,2026-03-08 00:00:00
The Lion King,82,91.8%,26.8,3.3,36.5%,2026-03-15 00:00:00
The Lion King,82,74.4%,6.8,0.8,36.0%,2026-03-22 00:00:00
Star Wars,526,54.3%,12.2,2.4,,2025-03-30 00:00:00
Star Wars,527,55.4%,12.5,2.4,,2025-04-06 00:00:00
Star Wars,507,52.9%,10.9,2.2,,2025-04-13 00:00:00
Star Wars,490,52.8%,11.1,2.1,,2025-04-20 00:00:00
Star Wars,497,53.0%,10.1,1.9,,2025-04-27 00:00:00
Star Wars,512,54.0%,12.5,2.3,,2025-05-04 00:00:00
Star Wars,516,55.2%,13.3,2.4,,2025-05-11 00:00:00
Star Wars,524,56.7%,13.8,2.5,,2025-05-18 00:00:00
Star Wars,541,58.9%,13.8,2.5,7.7%,2025-05-25 00:00:00
Star Wars,540,57.5%,14.4,2.4,10.4%,2025-06-01 00:00:00
Star Wars,537,57.9%,14.5,2.4,12.0%,2025-06-08 00:00:00
Star Wars,537,58.3%,13.8,2.4,12.2%,2025-06-15 00:00:00
Star Wars,539,58.9%,14.4,2.5,13.0%,2025-06-22 00:00:00
Star Wars,530,56.9%,12.9,2.3,12.5%,2025-06-29 00:00:00
Star Wars,541,60.1%,13.0,2.4,13.5%,2025-07-06 00:00:00
Star Wars,533,60.6%,13.6,2.4,13.0%,2025-07-13 00:00:00
Star Wars,552,61.2%,17.1,2.4,14.3%,2025-07-20 00:00:00
Star Wars,552,61.7%,18.5,2.5,15.9%,2025-07-27 00:00:00
Star Wars,561,61.2%,19.7,2.3,16.0%,2025-08-03 00:00:00
Star Wars,545,58.8%,17.6,2.3,16.6%,2025-08-10 00:00:00
Star Wars,553,60.7%,20.0,2.4,17.5%,2025-08-17 00:00:00
Star Wars,568,62.1%,20.2,2.4,18.5%,2025-08-24 00:00:00
Star Wars,601,64.0%,20.2,2.5,18.3%,2025-08-31 00:00:00
Star Wars,616,64.6%,18.9,2.5,19.2%,2025-09-07 00:00:00
Star Wars,632,67.8%,19.1,2.6,18.9%,2025-09-14 00:00:00
Star Wars,638,68.6%,20.5,2.6,20.5%,2025-09-21 00:00:00
Star Wars,643,66.4%,16.6,2.4,20.8%,2025-09-28 00:00:00
Star Wars,643,69.5%,16.2,2.6,20.3%,2025-10-05 00:00:00
Star Wars,657,70.1%,17.0,2.5,20.3%,2025-10-12 00:00:00
Star Wars,660,69.1%,16.9,2.5,20.9%,2025-10-19 00:00:00
Star Wars,665,71.1%,17.9,2.6,20.6%,2025-10-26 00:00:00
Star Wars,675,70.0%,16.6,2.4,21.2%,2025-11-02 00:00:00
Star Wars,686,72.2%,18.1,2.5,21.5%,2025-11-09 00:00:00
Star Wars,694,74.1%,19.7,2.7,21.9%,2025-11-16 00:00:00
Star Wars,693,72.3%,17.8,2.6,22.1%,2025-11-23 00:00:00
Star Wars,702,73.5%,18.3,2.7,22.6%,2025-11-30 00:00:00
Star Wars,713,74.9%,18.7,2.8,22.4%,2025-12-07 00:00:00
Star Wars,712,75.2%,15.4,2.6,23.2%,2025-12-14 00:00:00
Star Wars,561,54.6%,6.5,1.2,22.8%,2025-12-21 00:00:00
Star Wars,500,44.3%,5.7,0.9,20.6%,2025-12-28 00:00:00
Star Wars,708,67.0%,11.4,2.1,19.2%,2026-01-04 00:00:00
Star Wars,743,72.7%,14.3,2.5,18.2%,2026-01-11 00:00:00
Star Wars,759,74.4%,15.6,2.7,18.6%,2026-01-18 00:00:00
Star Wars,754,78.0%,17.0,2.9,19.1%,2026-01-25 00:00:00
Star Wars,770,76.7%,16.9,2.9,18.7%,2026-02-01 00:00:00
Star Wars,777,78.3%,19.0,3.0,19.9%,2026-02-08 00:00:00
Star Wars,785,78.2%,18.0,2.9,19.8%,2026-02-15 00:00:00
Star Wars,813,81.1%,19.5,3.1,20.7%,2026-02-22 00:00:00
Star Wars,826,82.6%,18.8,2.9,20.5%,2026-03-01 00:00:00
Star Wars,842,85.7%,27.2,3.2,23.5%,2026-03-08 00:00:00
Star Wars,879,88.0%,24.6,3.1,25.8%,2026-03-15 00:00:00
Star Wars,877,59.8%,5.0,0.7,25.5%,2026-03-22 00:00:00
Top Gun,92,46.1%,11.7,2.0,,2025-03-30 00:00:00
Top Gun,91,43.2%,9.8,2.0,,2025-04-06 00:00:00
Top Gun,92,40.1%,8.1,1.7,,2025-04-13 00:00:00
Top Gun,94,45.0%,10.6,2.0,,2025-04-20 00:00:00
Top Gun,96,41.3%,9.3,1.7,,2025-04-27 00:00:00
Top Gun,96,44.2%,10.0,1.9,,2025-05-04 00:00:00
Top Gun,99,45.9%,11.3,2.0,,2025-05-11 00:00:00
Top Gun,104,46.7%,10.7,2.3,,2025-05-18 00:00:00
Top Gun,101,46.4%,10.9,2.0,4.6%,2025-05-25 00:00:00
Top Gun,102,46.7%,11.3,2.1,7.7%,2025-06-01 00:00:00
Top Gun,101,43.8%,12.4,2.2,8.8%,2025-06-08 00:00:00
Top Gun,101,45.4%,10.8,2.1,7.7%,2025-06-15 00:00:00
Top Gun,106,48.7%,11.6,2.2,7.2%,2025-06-22 00:00:00
Top Gun,103,47.4%,11.5,2.1,7.3%,2025-06-29 00:00:00
Top Gun,107,49.5%,13.1,2.1,7.7%,2025-07-06 00:00:00
Top Gun,102,46.5%,18.7,1.8,9.1%,2025-07-13 00:00:00
Top Gun,102,49.2%,33.5,2.2,8.6%,2025-07-20 00:00:00
Top Gun,101,45.0%,34.7,2.0,9.4%,2025-07-27 00:00:00
Top Gun,101,43.9%,49.4,2.0,7.7%,2025-08-03 00:00:00
Top Gun,96,46.3%,72.5,2.1,10.1%,2025-08-10 00:00:00
Top Gun,101,46.9%,59.4,2.1,12.9%,2025-08-17 00:00:00
Top Gun,102,47.4%,39.8,2.1,13.9%,2025-08-24 00:00:00
Top Gun,112,52.2%,29.0,2.1,14.8%,2025-08-31 00:00:00
Top Gun,112,52.0%,38.6,2.4,16.0%,2025-09-07 00:00:00
Top Gun,116,50.0%,18.9,2.2,15.2%,2025-09-14 00:00:00
Top Gun,120,50.7%,32.0,2.0,16.0%,2025-09-21 00:00:00
Top Gun,125,47.5%,38.6,2.0,15.1%,2025-09-28 00:00:00
Top Gun,124,51.9%,36.4,2.2,15.4%,2025-10-05 00:00:00
Top Gun,129,54.2%,39.3,2.1,16.2%,2025-10-12 00:00:00
Top Gun,131,54.6%,34.8,2.2,17.1%,2025-10-19 00:00:00
Top Gun,130,58.1%,37.1,2.3,16.1%,2025-10-26 00:00:00
Top Gun,132,53.2%,35.3,2.1,15.9%,2025-11-02 00:00:00
Top Gun,139,55.6%,33.2,2.2,15.6%,2025-11-09 00:00:00
Top Gun,138,57.4%,33.7,2.3,16.6%,2025-11-16 00:00:00
Top Gun,134,57.2%,31.8,2.0,17.2%,2025-11-23 00:00:00
Top Gun,143,58.8%,21.6,2.2,17.7%,2025-11-30 00:00:00
Top Gun,143,55.8%,18.2,2.2,18.3%,2025-12-07 00:00:00
Top Gun,145,56.1%,16.5,2.1,17.2%,2025-12-14 00:00:00
Top Gun,112,41.4%,8.7,1.0,16.7%,2025-12-21 00:00:00
Top Gun,96,37.6%,7.0,0.9,19.5%,2025-12-28 00:00:00
Top Gun,145,54.0%,16.8,2.0,16.1%,2026-01-04 00:00:00
Top Gun,152,57.1%,15.8,2.2,15.9%,2026-01-11 00:00:00
Top Gun,152,60.3%,16.6,2.4,15.1%,2026-01-18 00:00:00
Top Gun,150,60.9%,18.5,2.5,14.8%,2026-01-25 00:00:00
Top Gun,197,68.3%,18.6,2.2,16.1%,2026-02-01 00:00:00
Top Gun,203,83.0%,24.3,2.9,16.2%,2026-02-08 00:00:00
Top Gun,201,81.7%,24.8,2.8,17.5%,2026-02-15 00:00:00
Top Gun,207,82.6%,24.3,2.9,17.8%,2026-02-22 00:00:00
Top Gun,216,85.0%,27.8,3.0,18.5%,2026-03-01 00:00:00
Top Gun,224,87.4%,31.5,3.3,19.3%,2026-03-08 00:00:00
Top Gun,222,89.3%,31.1,3.2,22.7%,2026-03-15 00:00:00
Top Gun,228,61.4%,5.7,0.7,20.7%,2026-03-22 00:00:00
Jaws,53,38.8%,21.8,2.3,,2025-03-30 00:00:00
Jaws,53,41.4%,20.5,2.6,,2025-04-06 00:00:00
Jaws,47,36.1%,20.9,2.2,,2025-04-13 00:00:00
Jaws,49,39.3%,22.0,2.5,,2025-04-20 00:00:00
Jaws,49,37.8%,15.4,1.7,,2025-04-27 00:00:00
Jaws,51,39.5%,12.5,2.3,,2025-05-04 00:00:00
Jaws,50,36.1%,18.2,2.6,,2025-05-11 00:00:00
Jaws,50,39.0%,19.3,2.4,,2025-05-18 00:00:00
Jaws,53,42.0%,27.8,2.6,4.2%,2025-05-25 00:00:00
Jaws,54,42.0%,30.7,2.7,12.6%,2025-06-01 00:00:00
Jaws,51,40.5%,25.1,2.9,12.1%,2025-06-08 00:00:00
Jaws,46,39.3%,26.4,2.5,11.6%,2025-06-15 00:00:00
Jaws,52,37.5%,23.4,2.5,12.5%,2025-06-22 00:00:00
Jaws,52,38.7%,23.2,2.3,13.4%,2025-06-29 00:00:00
Jaws,51,37.8%,19.1,2.5,12.6%,2025-07-06 00:00:00
